_id,ลำดับ,เลขทะเบียนเดิม,FID,ชื่อโรงงาน,ประกอบกิจการ,,,,,,อำเภอ,จังหวัด,ไปรษณีย์,เขต,จำนวนโรงงาน
113,113,3-95(1)-21/29,1.01003E+13,บริษัท โตโยต้ามหานคร จำกัด,ซ่อมรถยนต์,,,,,,บางนา,กรุงเทพมหานคร,10260,,
114,114,3-52(4)-5/17,1.01001E+13,บริษัท ส.สหพันธ์ยางไทย จำกัด,ทำท่อยาง,,,,,,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,,
115,115,3-100(5)-1/29,1.0102E+13,ห้างหุ้นส่วนจำกัด อนันต์โครเมี่ยม,"ชุบโลหะ เช่น อุปกรณ์รถยนต์ ได้ประมาณปีละ 3,900 ชิ้น",,,,,,สวนหลวง,กรุงเทพมหานคร,10250,,
116,116,3-27(6)-1/35,1.01004E+13,บริษัท แพดดิ้ง (ไทยแลนด์) จำกัด,ทำแผ่นเส้นใยสังเคราะห์สำหรับใช้ทำผ้านวม เสื้อกันหนาว และหมอน,,,,,,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,,
117,117,3-22(2)-3/42,1.01E+13,ธนกฤตการทอ,ทอผ้า,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
118,118,3-64(13)-20/53,1.01001E+13,บริษัท มหพันธ์ เทรด แอนด์ เอ็นจิเนียริ่ง จำกัด,รับจ้างกลึง และเชื่อมโลหะ,,,,,,บางนา,กรุงเทพมหานคร,10260,,
119,119,3-62-1/38,1.01012E+13,บริษัท บุญชัย เฟอร์นิเจอร์ จำกัด,ทำเครื่องใช้หรือเครื่องเรือนจากโลหะ เช่น เก้าอี้ ชั้นวางของ,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
120,120,3-64(13)-89/52,1.01E+13,นายธนิสร จินดาเมธี,กลึงโลหะเพื่อทำอุปกรณ์เครื่องจักร เช่น อะไหล่รถแทรกเตอร์ อะไหล่รถไฟ,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
121,121,3-53(7)-1/20,1.01014E+13,โรงงานจงกิจเจริญ,ทำรองเท้าพลาสติก,,,,,,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,,
122,122,3-70-4/29,1.01005E+13,ศูนย์เตาอบกล้วยน้ำไท,ผลิตเตาอบขนมและโต๊ะวางเตาก๊าซ,,,,,,คลองเตย,กรุงเทพมหานคร,10110,,
123,123,3-53(1)-8/14,1.01002E+13,บริษัท ทิพย์เสรี จำกัด,ทำกระดุม และลูกปัดพลาสติก,,,,,,คลองสาน,กรุงเทพมหานคร,10600,,
124,124,3-41(1)-5/53,1.01004E+13,บริษัท ปรีชาธร อินเตอร์พริ้น จำกัด,พิมพ์สิ่งพิมพ์,,,,,,คันนายาว,กรุงเทพมหานคร,10230,,
125,125,3-12(10)-1/17,1.01001E+13,บริษัท พงษ์จิตต์ จำกัด,ผลิตลูกกวาดเยลลี่ช็อกโกเลตและข้าวโพดแผ่น,,,,,,บางกอกใหญ่,กรุงเทพมหานคร,10600,,
126,126,3-95(1)-47/38,1.01E+13,บริษัท นครินทร์ ฮอนด้าคาร์ส์ จำกัด,ซ่อมและพ่นสีรถยนต์,,,,,,สวนหลวง,กรุงเทพมหานคร,10250,,
127,127,3-22(2)-8/23,1.01E+13,เย่นซิน,ทอผ้าทุกชนิด (จำนวนเครื่องทอ 14 เครื่อง),,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
128,128,3-95(1)-47/53,1.01001E+13,นายกิมฮวด แซ่เลียว,ซ่อมและพ่นสีรถยนต์,,,,,,พญาไท,กรุงเทพมหานคร,10400,,
129,129,3-36(1)-5/32,1.01E+13,ตั้งจั้วกี่,ทำลังไม้,,,,,,ปทุมวัน,กรุงเทพมหานคร,10330,,
130,130,3-87(4)-5/52,1.01003E+13,วีระพันธ์,ผลิตซิป,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
131,131,3-100(1)-1/38,1.01021E+13,นายกิตติ ลือกิตติกุล,พ่น-เคลือบสีฝุ่นผลิตภัณฑ์โลหะ,,,,,,บางกอกใหญ่,กรุงเทพมหานคร,10600,,
132,132,3-64(9)-5/48,1.01E+13,โรงกลึงเทพชัย,ทำน๊อต สกรู เพลา สลัก กลึงแต่งกระทะล้อรถยนต์,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
133,133,3-37-6/53,1.01001E+13,เกษมศิริเฟอร์นิเจอร์,ทำเครื่องเรือนจากไม้,,,,,,ภาษีเจริญ,กรุงเทพมหานคร,10160,,
134,134,3-37-32/32,1.01001E+13,นายดวง นาคสินไพศาล,ทำเครื่องเรือนจากไม้,,,,,,บางซื่อ,กรุงเทพมหานคร,10800,,
135,135,3-53(5)-4/26,1.01005E+13,นายสุชาติ อัศวกำธร,ทำพลาสติกเม็ดจากเศษพลาสติกเก่า,,,,,,หนองแขม,กรุงเทพมหานคร,10160,,
136,136,3-64(13)-144/48,1.01E+13,บริษัท ปรัชญาออโต้พาร์ท จำกัด,กลึง ปั๊ม และเชื่อมโลหะทั่วไป,,,,,,ภาษีเจริญ,กรุงเทพมหานคร,10160,,
137,137,3-37-39/26,1.01E+13,บริษัท เอส พี เฟอร์นิเจอร์ อินดัสทรี้ส์ จำกัด,ทำเครื่องเรือนจากไม้,,,,,,จตุจักร,กรุงเทพมหานคร,10900,,
138,138,3-53(7)-5/32,1.01001E+13,นายอภิศักดิ์ เอี่ยมมะโนชญ์,ทำพื้นรองเท้าพีวีซี,,,,,,บางบอน,กรุงเทพมหานคร,10150,,
139,139,3-95(1)-6/43,1.01008E+13,นิว เอส. เค. เซอร์วิส,ซ่อม และ พ่นสีรถยนต์,,,,,,สวนหลวง,กรุงเทพมหานคร,10250,,
140,140,3-34(2)-11/29,1.01E+13,ซิมกี่,ทำวงกบ ประตูหน้าต่างไม้,,,,,,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,10100,,
141,141,3-41(1)-18/37,1.01E+13,บริษัท ก.การพิมพ์ เทียนกวง จำกัด,พิมพ์สิ่งพิมพ์ต่าง ๆ,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
142,142,3-67(5)-3/19,1.01004E+13,บริษัท ยนต์ไทยเจริญการช่าง จำกัด,ทำเครื่องรีดฝากระป๋องและเครื่องปั๊ม,,,,,,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,,
143,143,3-34(2)-3/43,1.01001E+13,ห้างหุ้นส่วนจำกัด ชัยณรงค์อุตสาหกรรม,ทำประดิษฐกรรมจากไม้ เช่น วงกบประตู หน้าต่าง คิ้วบัว ชิ้นส่วน และบ้านสำเร็จรูป (บ้านไม้น็อคดาวน์) และทำเครื่องเรือน,,,,,,ประเวศ,กรุงเทพมหานคร,10250,,
144,144,3-41(1)-29/38,1.01E+13,บริษัท ฐานการพิมพ์ จำกัด,พิมพ์สิ่งพิมพ์ต่างๆ,,,,,,จตุจักร,กรุงเทพมหานคร,10900,,
145,145,3-95(1)-84/39,1.01E+13,บริษัท อู่ซินการาจ จำกัด,ซ่อมและพ่นสีรถยนต์,,,,,,ยานนาวา,กรุงเทพมหานคร,10120,,
146,146,3-52(4)-1/59,1.01001E+13,บริษัท อาร์.เอ็ม.เจ จำกัด,ผลิตรองเท้าฟองน้ำและรองเท้าพลาสติก,,,,,,บางบอน,กรุงเทพมหานคร,10150,,
147,147,3-37-195/53,1.01E+13,บริษัท กวนอู เดคคอร์เรท จำกัด,ผลิตเฟอร์นิเจอร์จากไม้,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
148,148,3-53(4)-17/49,1.01002E+13,ห้างหุ้นส่วนจำกัด แสนทอง,"ทำผลิตภัณฑ์พลาสติกพวกภาชนะบรรจุ เช่น ถาด, กล่อง และพลาสติก ใส่หุ้มของใช้ทั่วไป",,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
149,149,3-48(3)-3/32,1.01004E+13,บริษัท เอส แอนด์ ดี เคมิคอล อินดัสตรีส์ จำกัด,ผลิตเรซินสังเคราะห์ใช้ในกิจการทำสีและไฟเบอร์กล๊าสส์ได้ปีละ210ตัน \,,,,,,หนองจอก,กรุงเทพมหานคร,10530,,
150,150,3-64(5)-1/39,1.01012E+13,ตะปูทองอุตสาหกรรม,ทำตะปูกำลังการผลิต5.5ตัน/เดือน,,,,,,หนองแขม,กรุงเทพมหานคร,10160,,
151,151,3-70-4/32,1.01012E+13,บริษัท เอส.เอส.พี.โค๊ทติ้ง จำกัด,พ่นสีอุปกรณ์ไฟฟ้าทุกชนิด เช่น ตะแกรงพัดลม,,,,,,ภาษีเจริญ,กรุงเทพมหานคร,10160,,
